,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,ANO_ELEICAO,SG_UF,DS_CARGO,NM_CANDIDATO,SQ_CANDIDATO,DS_SITUACAO_CANDIDATURA,DS_DETALHE_SITUACAO_CAND,NM_PARTIDO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,VR_DESPESA_MAX_CAMPANHA,DS_SITUACAO_CANDIDATO_PLEITO,DS_SITUACAO_CANDIDATO_URNA,media_esp,soma_esp,media_part,soma_part,media_out,soma_out,soma_media,soma_total,soma_fund_publico,soma_fund_publico_dic
10174,21527,21527,29772,2020,PR,VEREADOR,MATHEUS HENRIQUE RAPHAEL DE PAULA,160001186460,APTO,DEFERIDO,DEMOCRATAS,21,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,215.5,215.5,0.0,0.0,137.532,687.66,353.032,903.16,215.5,0.0
10177,21531,21531,29777,2020,MG,VEREADOR,MARINES MARTINS GUIMARAES,130000747054,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,29,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,12307.75,DEFERIDO,DEFERIDO,150.0,150.0,0.0,0.0,156.5,469.5,306.5,619.5,150.0,0.0
10179,21533,21533,29779,2020,ES,VEREADOR,JULIA KEPP BRANDÃO,80001138388,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,21,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,35689.09,DEFERIDO,DEFERIDO,225.0,225.0,0.0,0.0,0.0,0.0,225.0,225.0,225.0,0.0
10180,21537,21537,29784,2020,AM,VEREADOR,ANA CÁSIA DA SILVA GOMES,40001237902,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,20,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,51.0,153.0,50.0,50.0,0.0,0.0,101.0,203.0,203.0,0.0
10187,21551,21551,29808,2020,MG,VEREADOR,FABRICIO NADALETE DOS SANTOS,130001168397,APTO,DEFERIDO,SOLIDARIEDADE,28,MASCULINO,SUPERIOR COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,77.58,77.58,0.0,0.0,0.0,0.0,77.58,77.58,77.58,0.0
10191,21568,21568,29830,2020,PI,VEREADOR,MARIA DA CONCEIÇÃO MENDES DOS SANTOS,180000765825,APTO,DEFERIDO,PARTIDO LIBERAL,26,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,16176.43,DEFERIDO,DEFERIDO,280.0,280.0,0.0,0.0,752.666666666667,2258.0,1032.66666666667,2538.0,280.0,0.0
10199,21586,21586,29852,2020,PB,VEREADOR,DEBORA DUARTE GOMES,150000731858,APTO,DEFERIDO,REPUBLICANOS,21,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,200.0,200.0,0.0,0.0,450.0,450.0,650.0,650.0,200.0,0.0
10215,21622,21622,29900,2020,PR,VEREADOR,RHAUAN RODRIGUES DOS SANTOS,160001091686,APTO,DEFERIDO,PROGRESSISTAS,25,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,63.3125,253.25,0.0,0.0,156.1,156.1,219.4125,409.35,253.25,0.0
10216,21625,21625,29903,2020,SP,VEREADOR,LAUREMIL ADÃO DE CAMPOS,250001178873,APTO,DEFERIDO,SOLIDARIEDADE,27,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,21945.67,DEFERIDO,DEFERIDO,150.0,300.0,0.0,0.0,0.0,0.0,150.0,300.0,300.0,0.0
10223,21645,21645,29928,2020,SP,VEREADOR,RENAN RODOLFO ALVES,250000953679,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,26,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,52095.51,DEFERIDO,DEFERIDO,30.0,30.0,0.0,0.0,1428.32857142857,9998.3,1458.32857142857,10028.3,30.0,0.0
10227,21652,21652,29938,2020,PR,VEREADOR,ANDRÉ NAVA,160001212066,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,75.0,75.0,0.0,0.0,290.07,1450.35,365.07,1525.35,75.0,0.0
10232,21663,21663,29952,2020,TO,VEREADOR,IGOR SOUZA DIAS,270000963294,APTO,DEFERIDO,PATRIOTA,23,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,22726.98,DEFERIDO,DEFERIDO,99.0,297.0,0.0,0.0,0.0,0.0,99.0,297.0,297.0,0.0
10239,21681,21681,29975,2020,MG,VEREADOR,MICHELE MIRANDA DE SOUZA,130001184383,APTO,DEFERIDO,PARTIDO TRABALHISTA CRISTÃO,29,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,45765.09,DEFERIDO,DEFERIDO,70.0,140.0,0.0,0.0,113.333333333333,340.0,183.333333333333,480.0,140.0,0.0
10250,21707,21707,30012,2020,PR,VEREADOR,BRUNA REBELATO,160001257355,APTO,DEFERIDO,REPUBLICANOS,18,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,150.0,150.0,0.0,0.0,0.0,0.0,150.0,150.0,150.0,0.0
10261,21731,21731,30041,2020,SP,VEREADOR,THAINA FREIRE ALVES,250001261875,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,25,FEMININO,SUPERIOR INCOMPLETO,PARDA,188535.69,DEFERIDO,DEFERIDO,9.09,9.09,0.0,0.0,0.0,0.0,9.09,9.09,9.09,0.0
10266,21743,21743,30055,2020,MG,VEREADOR,SUZAN PAOLA SANTOS DE CASTRO,130000758986,APTO,DEFERIDO,REPUBLICANOS,25,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,82.5,82.5,0.0,0.0,43.01,172.04,125.51,254.54,82.5,0.0
10270,21750,21750,30062,2020,SE,VEREADOR,MILICIA GOMES DOS SANTOS NETA,260000854671,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,20,FEMININO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,165.3,165.3,0.0,0.0,0.0,0.0,165.3,165.3,165.3,0.0
10273,21760,21760,30075,2020,ES,VEREADOR,ADONIAS RIBEIRO FREITAS,80001181078,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,25,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,135.0,270.0,0.0,0.0,146.7625,587.05,281.7625,857.05,270.0,0.0
10275,21765,21765,30082,2020,TO,VEREADOR,JOELMA CASTRO ARAUJO,270001156015,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,27,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,140.0,140.0,1022.5,2045.0,1162.5,2185.0,140.0,0.0
10282,21775,21775,30103,2020,PB,VEREADOR,MATEUS ÍTALO ALMEIDA SILVA,150000919117,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,25,MASCULINO,ENSINO MÉDIO COMPLETO,SEM INFORMAÇÃO,35359.12,DEFERIDO,DEFERIDO,300.0,300.0,0.0,0.0,1000.0,1000.0,1300.0,1300.0,300.0,0.0
10284,21777,21777,30106,2020,MG,VEREADOR,RAFAEL RODRIGUES PEDEMONTE,130001068292,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,38411.98,DEFERIDO,DEFERIDO,0.0,0.0,52.8333333333333,317.0,1860.83333333333,16747.5,1913.66666666667,17064.5,317.0,0.0
10299,21804,21804,30145,2020,SP,VEREADOR,DAIANE FRANCINE ALVES COELHO,250001024699,APTO,DEFERIDO,PODEMOS,27,FEMININO,SUPERIOR COMPLETO,BRANCA,22165.19,DEFERIDO,DEFERIDO,0.0,0.0,30.0,30.0,168.0,168.0,198.0,198.0,30.0,0.0
10304,21810,21810,30151,2020,PE,VEREADOR,MICHELL DE MORAIS FERREIRA ALBUQUERQUE,170001202650,APTO,DEFERIDO,SOLIDARIEDADE,25,MASCULINO,LÊ E ESCREVE,PARDA,12307.75,DEFERIDO,DEFERIDO,280.0,280.0,0.0,0.0,60.0,60.0,340.0,340.0,280.0,0.0
10307,21814,21814,30155,2020,SP,VEREADOR,ANA CAROLINA DE OLIVEIRA,250001151966,APTO,DEFERIDO,PARTIDO VERDE,21,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,69514.22,DEFERIDO,DEFERIDO,174.705,349.41,0.0,0.0,0.0,0.0,174.705,349.41,349.41,0.0
10308,21816,21816,30158,2020,MG,VEREADOR,HÉRCULES AUGUSTO FERREIRA,130000860397,APTO,DEFERIDO,CIDADANIA,21,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,67.735,135.47,0.0,0.0,38.68,38.68,106.415,174.15,135.47,0.0
10323,21856,21856,30216,2020,PR,VEREADOR,LEONARDO ALVES GOULART,160001252159,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,28,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,65.44,327.2,0.0,0.0,375.0,750.0,440.44,1077.2,327.2,0.0
10329,21868,21868,30233,2020,RN,VEREADOR,VAGNER BELCHIOR LOPES,200001009899,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,25,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,180.0,180.0,0.0,0.0,223.866666666667,671.6,403.866666666667,851.6,180.0,0.0
10331,21870,21870,30237,2020,SP,VEREADOR,TIAGO FERREIRA DE FRANÇA,250001127984,APTO,DEFERIDO,PATRIOTA,23,MASCULINO,LÊ E ESCREVE,PRETA,60128.84,DEFERIDO,DEFERIDO,0.0,0.0,35.0,35.0,44.41,88.82,79.41,123.82,35.0,0.0
10336,21876,21876,30244,2020,PE,VEREADOR,MARCELO CORREIA DO CARMO LIMA,170001267378,APTO,DEFERIDO,CIDADANIA,29,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,134612.46,DEFERIDO,DEFERIDO,175.0,350.0,0.0,0.0,200.0,400.0,375.0,750.0,350.0,0.0
10337,21878,21878,30247,2020,SP,VEREADOR,JOÃO PAULO DIAS RODRIGUES,250000675556,APTO,DEFERIDO,PARTIDO VERDE,26,MASCULINO,SUPERIOR COMPLETO,BRANCA,24651.85,DEFERIDO,DEFERIDO,9.37,9.37,0.0,0.0,90.566,452.83,99.936,462.2,9.37,0.0
10341,21894,21894,30266,2020,MS,VEREADOR,EZEQUIEL GONÇALVES VILHAGRA FILHO,120000994451,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,23,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,337.5,337.5,970.0,3880.0,1307.5,4217.5,337.5,0.0
10345,21902,21902,30279,2020,RJ,VEREADOR,JOSE VICTOR SILVA DE SOUZA,190000861093,APTO,DEFERIDO,AVANTE,19,MASCULINO,ENSINO MÉDIO COMPLETO,AMARELA,104887.86,DEFERIDO,DEFERIDO,113.35,226.7,0.0,0.0,0.0,0.0,113.35,226.7,226.7,0.0
10353,21916,21916,30298,2020,GO,VEREADOR,TAMIRIS CRISTINA NASCIMENTO,90001024670,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,22,FEMININO,ENSINO MÉDIO INCOMPLETO,PARDA,208013.18,DEFERIDO,DEFERIDO,300.0,300.0,0.0,0.0,401.9228571428569,2813.46,701.9228571428571,3113.46,300.0,0.0
10357,21920,21920,30303,2020,PR,VEREADOR,TATIANE CHAGAS ROSA,160000939826,APTO,DEFERIDO,PARTIDO LIBERAL,24,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,38.0,38.0,0.0,0.0,0.0,0.0,38.0,38.0,38.0,0.0
10358,21921,21921,30304,2020,SP,VEREADOR,GABRIELE CAWANY ALICE NOGUEIRA,250000809641,APTO,DEFERIDO,PODEMOS,21,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,43.25,86.5,136.663333333333,409.99,179.91333333333301,496.49,86.5,0.0
10366,21938,21938,30332,2020,AM,VEREADOR,REGIANE MATIAS PINHEIRO,40001237397,APTO,DEFERIDO,REPUBLICANOS,23,FEMININO,ENSINO MÉDIO INCOMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,50.0,50.0,234.6,234.6,284.6,284.6,50.0,0.0
10368,21940,21940,30334,2020,MG,VEREADOR,ANGELO AUGUSTO FELIZARDO TAVARES,130001180557,APTO,DEFERIDO,SOLIDARIEDADE,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,72.09,144.18,0.0,0.0,161.4,807.0,233.49,951.18,144.18,0.0
10369,21943,21943,30338,2020,MG,VEREADOR,ROBERTA APARECIDA DE SOUZA ROCHA,130000818162,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,27,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,74.1,222.3,0.0,0.0,0.0,0.0,74.1,222.3,222.3,0.0
10376,21952,21952,30348,2020,SP,VEREADOR,ANA KAROLINA DE OLIVEIRA BATISTA,250001133559,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,23,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,94.105,188.21,0.0,0.0,95.6666666666667,287.0,189.771666666667,475.21,188.21,0.0
10380,21958,21958,30358,2020,RN,VEREADOR,HENRIQUE EDUARDO SILVA DE OLIVEIRA,200001156558,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,19,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,29685.12,DEFERIDO,DEFERIDO,77.55,155.1,0.0,0.0,96.6666666666667,290.0,174.21666666666698,445.1,155.1,0.0
10381,21960,21960,30360,2020,SC,VEREADOR,SERGIO EDUARDO CUNHA ROSA,240001113923,APTO,DEFERIDO,PROGRESSISTAS,23,MASCULINO,SUPERIOR COMPLETO,BRANCA,23930.74,DEFERIDO,DEFERIDO,225.0,225.0,0.0,0.0,512.6575,4101.26,737.6575,4326.26,225.0,0.0
10385,21965,21965,30365,2020,SP,VEREADOR,DANIELI APARECIDA DE SOUSA LIMA,250001129405,APTO,DEFERIDO,REPUBLICANOS,24,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,277923.32,DEFERIDO,DEFERIDO,55.0,55.0,0.0,0.0,226.425,1811.4,281.425,1866.4,55.0,0.0
10387,21968,21968,30372,2020,RJ,VEREADOR,JOSÉ CARLOS MOURA DE CARVALHO,190000769337,APTO,DEFERIDO,PARTIDO LIBERAL,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,137462.67,DEFERIDO,DEFERIDO,21.822,109.11,0.0,0.0,222.58,1112.9,244.40200000000002,1222.01,109.11,0.0
10408,22004,22004,30419,2020,ES,VEREADOR,VITOR OTONI DAMASCENO,80001235713,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,88972.6,DEFERIDO,DEFERIDO,0.0,0.0,268.5,268.5,1329.16666666667,7975.0,1597.66666666667,8243.5,268.5,0.0
10416,22023,22023,30440,2020,GO,VEREADOR,LUIZ ANTÔNIO GONÇALVES,90000953689,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,22,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,42860.39,DEFERIDO,DEFERIDO,300.0,300.0,0.0,0.0,910.0,4550.0,1210.0,4850.0,300.0,0.0
10419,22027,22027,30444,2020,RO,VEREADOR,MARILAINE TONKELSKI NONATO,220001064692,APTO,DEFERIDO,PARTIDO VERDE,27,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,200.0,200.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,0.0
10421,22031,22031,30451,2020,SC,VEREADOR,HELEN LUISA TEDESCO,240001033201,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,19,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,104.9,209.8,0.0,0.0,487.36,1949.44,592.26,2159.24,209.8,0.0
10423,22033,22033,30455,2020,MG,VEREADOR,LUCILEIA RODRIGUES LIMA,130001065583,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,29,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PRETA,12307.75,DEFERIDO,DEFERIDO,48.39,48.39,0.0,0.0,150.0,300.0,198.39,348.39,48.39,0.0
10437,22050,22050,30478,2020,TO,VEREADOR,DARLEI LINO BARBOSA,270000932272,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,28,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,19258.54,DEFERIDO,DEFERIDO,58.4425,233.77,0.0,0.0,0.0,0.0,58.4425,233.77,233.77,0.0
10438,22051,22051,30479,2020,PE,VEREADOR,EWERTON GOMES FERREIRA,170000831072,APTO,DEFERIDO,PROGRESSISTAS,24,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,24284.49,DEFERIDO,DEFERIDO,100.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0
10439,22052,22052,30480,2020,PR,VEREADOR,MARIA LUANA DOS SANTOS FRANÇA,160001133474,APTO,DEFERIDO,PODEMOS,29,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,105.0,315.0,0.0,0.0,157.0,628.0,262.0,943.0,315.0,0.0
10456,22093,22093,30532,2020,SP,VEREADOR,ISABELA DOS SANTOS DE OLIVEIRA,250001141316,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,24,FEMININO,SUPERIOR COMPLETO,PRETA,31600.45,DEFERIDO,DEFERIDO,57.57,57.57,0.0,0.0,130.0,260.0,187.57,317.57,57.57,0.0
10460,22097,22097,30538,2020,MA,VEREADOR,JOSE MIREVALDO ALMEIDA JUNIOR,100001207737,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,23,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,170.0,170.0,0.0,0.0,785.0,785.0,955.0,955.0,170.0,0.0
10461,22098,22098,30539,2020,MG,VEREADOR,VIVIA MARTINS VAZ,130001139231,APTO,DEFERIDO,DEMOCRATAS,21,FEMININO,SUPERIOR COMPLETO,PARDA,99917.12,DEFERIDO,DEFERIDO,350.0,350.0,0.0,0.0,0.0,0.0,350.0,350.0,350.0,0.0
10469,22110,22110,30553,2020,SP,VEREADOR,MATHEUS RODOLPHO ALVES RAPOSO,250000973595,APTO,DEFERIDO,PARTIDO LIBERAL,22,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,92693.83,DEFERIDO,DEFERIDO,170.94,170.94,0.0,0.0,0.0,0.0,170.94,170.94,170.94,0.0
10473,22117,22117,30565,2020,MG,VEREADOR,MARCELO HENRIQUE DA SILVA CASTRO,130000678716,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,25,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,32.25,64.5,0.0,0.0,350.0,700.0,382.25,764.5,64.5,0.0
10487,22150,22150,30613,2020,PB,VEREADOR,ALESSANDRA RODRIGUES DA SILVA,150000921887,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,23,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,250.0,250.0,0.0,0.0,128.63,257.26,378.63,507.26,250.0,0.0
10490,22153,22153,30618,2020,MG,VEREADOR,AURÉLIO MIGUEL FERREIRA,130000718479,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,28,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,31685.58,DEFERIDO,DEFERIDO,31.0,93.0,0.0,0.0,0.0,0.0,31.0,93.0,93.0,0.0
10499,22171,22171,30643,2020,RS,VEREADOR,RENAN BAUMGARTNER,210000780521,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,25,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,15812.53,DEFERIDO,DEFERIDO,0.0,0.0,240.0,240.0,393.333333333333,1180.0,633.333333333333,1420.0,240.0,0.0
10500,22176,22176,30649,2020,PR,VEREADOR,CARLOS ALBERTO ROSSI CHAGAS,160001051895,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,136194.32,DEFERIDO,DEFERIDO,93.5,93.5,0.0,0.0,148.303,1483.03,241.803,1576.53,93.5,0.0
10504,22183,22183,30662,2020,PR,VEREADOR,IZAIAS DOS SANTOS SIRIGALLI,160001005774,APTO,DEFERIDO,PARTIDO LIBERAL,27,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,34607.77,DEFERIDO,DEFERIDO,250.0,250.0,0.0,0.0,625.0,1250.0,875.0,1500.0,250.0,0.0
10508,22192,22192,30675,2020,RJ,VEREADOR,NAYARA NATASHA AZEVEDO DA SILVA OLIVEIRA,190001066670,APTO,DEFERIDO,DEMOCRATAS,29,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PRETA,17148.48,DEFERIDO,DEFERIDO,210.0,210.0,0.0,0.0,40.0,40.0,250.0,250.0,210.0,0.0
10510,22195,22195,30679,2020,PI,VEREADOR,THAMIRES SILVA SENA,180001195435,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,19,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,37023.76,DEFERIDO,DEFERIDO,135.33,135.33,0.0,0.0,650.0,650.0,785.33,785.33,135.33,0.0
10513,22198,22198,30683,2020,MG,VEREADOR,ELVES ERNANES DE SOUZA GROSSI,130001052965,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,25,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,245.0,245.0,0.0,0.0,183.0,732.0,428.0,977.0,245.0,0.0
10514,22199,22199,30684,2020,SE,VEREADOR,JOSÉ WILSON SANTANA JÚNIOR,260000979939,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,28,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,230.0,230.0,0.0,0.0,676.8,6768.0,906.8,6998.0,230.0,0.0
10521,22208,22208,30695,2020,MG,VEREADOR,KAREN GIOVANA SANNA LOPES,130001172267,APTO,DEFERIDO,PARTIDO TRABALHISTA CRISTÃO,18,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,97.4166666666667,292.25,0.0,0.0,0.0,0.0,97.4166666666667,292.25,292.25,0.0
10524,22214,22214,30703,2020,ES,VEREADOR,CRISTIANE LOVATE CORREA,80000952190,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,25,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,88972.6,DEFERIDO,DEFERIDO,24.5,49.0,0.0,0.0,15.55,31.1,40.05,80.1,49.0,0.0
10527,22218,22218,30709,2020,RS,VEREADOR,MARCIANO DA SILVA,210001026510,APTO,DEFERIDO,PARTIDO LIBERAL,27,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,82388.09,DEFERIDO,DEFERIDO,125.56,125.56,0.0,0.0,326.15,652.3,451.71,777.86,125.56,0.0
10545,22255,22255,30756,2020,PE,VEREADOR,ALEX MONTANHAS DE LIMA,170001060654,APTO,DEFERIDO,PARTIDO TRABALHISTA CRISTÃO,29,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,23077.95,DEFERIDO,DEFERIDO,60.0,60.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,0.0
10554,22276,22276,30781,2020,MG,VEREADOR,EVALDO JÚNIOR PEREIRA,130001227509,APTO,DEFERIDO,AVANTE,23,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PRETA,12307.75,DEFERIDO,DEFERIDO,113.73,113.73,0.0,0.0,138.04,276.08,251.77,389.81,113.73,0.0
10557,22282,22282,30788,2020,PR,VEREADOR,JOSÉ BENEDITO TEIXEIRA DA SILVA,160001005059,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,26,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,56.7825,227.13,0.0,0.0,0.0,0.0,56.7825,227.13,227.13,0.0
10559,22284,22284,30790,2020,CE,VEREADOR,DANILO DOS SANTOS VIEIRA,60000871100,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,28,MASCULINO,SUPERIOR COMPLETO,PARDA,15416.39,DEFERIDO,DEFERIDO,0.0,0.0,110.0,110.0,490.0,1470.0,600.0,1580.0,110.0,0.0
10568,22307,22307,30821,2020,MG,VEREADOR,RENATA GUAZELLI,130001011368,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,28,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,549424.66,DEFERIDO,DEFERIDO,85.0,340.0,0.0,0.0,158.225,632.9,243.225,972.9,340.0,0.0
10570,22312,22312,30830,2020,MG,VEREADOR,ANA CLARA RABELO JACINTO,130000650254,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,29,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,38.625,154.5,0.0,0.0,0.0,0.0,38.625,154.5,154.5,0.0
10574,22322,22322,30845,2020,RN,VEREADOR,ALISSON DIEGO DE OLIVEIRA VILELA,200001127756,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,27,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,35829.59,DEFERIDO,DEFERIDO,81.64,163.28,186.04,186.04,1079.59,3238.77,1347.27,3588.09,349.32,0.0
10575,22323,22323,30846,2020,PI,VEREADOR,FERNANDO CLAUDINO MONTE,180001024843,APTO,DEFERIDO,REPUBLICANOS,23,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,16857.49,DEFERIDO,DEFERIDO,93.75,187.5,0.0,0.0,1125.0,2250.0,1218.75,2437.5,187.5,0.0
10576,22325,22325,30849,2020,MG,VEREADOR,PRISCILA CAROLINE DE ALMEIDA BARBOSA,130000855417,APTO,DEFERIDO,DEMOCRATAS,26,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,45953.07,DEFERIDO,DEFERIDO,94.67,94.67,0.0,0.0,96.0,384.0,190.67,478.67,94.67,0.0
10578,22329,22329,30859,2020,SP,VEREADOR,CAROLINE CÁSSIA PINHEIRO CANUTO,250000674726,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,27,FEMININO,SUPERIOR COMPLETO,BRANCA,23511.66,DEFERIDO,DEFERIDO,0.0,0.0,170.0,170.0,0.0,0.0,170.0,170.0,170.0,0.0
