,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,ANO_ELEICAO,SG_UF,DS_CARGO,NM_CANDIDATO,SQ_CANDIDATO,DS_SITUACAO_CANDIDATURA,DS_DETALHE_SITUACAO_CAND,NM_PARTIDO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,VR_DESPESA_MAX_CAMPANHA,DS_SITUACAO_CANDIDATO_PLEITO,DS_SITUACAO_CANDIDATO_URNA,media_esp,soma_esp,media_part,soma_part,media_out,soma_out,soma_media,soma_total,soma_fund_publico,soma_fund_publico_dic
8207,17491,17491,24174,2020,SP,VEREADOR,ISAAC SANTOS DOS SANTOS,250000796416,APTO,DEFERIDO,CIDADANIA,22,MASCULINO,SUPERIOR INCOMPLETO,PRETA,164003.69,DEFERIDO,DEFERIDO,10000.0,10000.0,0.0,0.0,231.25,925.0,10231.25,10925.0,10000.0,1.0
8209,17494,17494,24177,2020,SC,VEREADOR,CLARICE VIEBRANTZ,240001104497,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,29,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,27946.34,DEFERIDO,DEFERIDO,1716.66666666667,5150.0,636.485,1272.97,2000.0,2000.0,4353.15166666667,8422.97,6422.97,1.0
8211,17499,17499,24182,2020,PI,VEREADOR,PABLLO ALENCAR SOUSA,180000723986,APTO,DEFERIDO,PROGRESSISTAS,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,1683.45,3366.9,0.0,0.0,1500.0,1500.0,3183.45,4866.9,3366.9,1.0
8214,17508,17508,24194,2020,GO,VEREADOR,FELIPE DE MOURA GALDINO FERNANDES,90000790469,APTO,DEFERIDO,REPUBLICANOS,28,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,123478.22,DEFERIDO,DEFERIDO,8842.5,35370.0,0.0,0.0,492.833333333333,1478.5,9335.33333333333,36848.5,35370.0,1.0
8217,17513,17513,24201,2020,ES,VEREADOR,BRENDA LAU PEREIRA,80001235022,APTO,DEFERIDO,REDE SUSTENTABILIDADE,21,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,88972.6,DEFERIDO,DEFERIDO,754.584210526316,14337.1,0.0,0.0,0.0,0.0,754.584210526316,14337.1,14337.1,1.0
8218,17514,17514,24205,2020,SC,VEREADOR,JHONNY FERNANDO DO NASCIMENTO RODRIGUES,240000850324,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,28,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,22231.72,DEFERIDO,DEFERIDO,979.95,3919.8,0.0,0.0,200.0,200.0,1179.95,4119.8,3919.8,1.0
8220,17517,17517,24208,2020,AM,VEREADOR,HUGO LINCOLN DA COSTA BACELAR,40000794179,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,24,MASCULINO,SUPERIOR COMPLETO,PARDA,628500.47,DEFERIDO,DEFERIDO,10000.0,10000.0,0.0,0.0,510.975,1021.95,10510.975,11021.95,10000.0,1.0
8224,17523,17523,24219,2020,BA,VEREADOR,ANDERSON DOS SANTOS FREITAS,50001070231,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,26,MASCULINO,SUPERIOR INCOMPLETO,PRETA,451919.94,DEFERIDO,DEFERIDO,6500.0,13000.0,0.0,0.0,0.0,0.0,6500.0,13000.0,13000.0,1.0
8227,17526,17526,24222,2020,CE,VEREADOR,ANTONIO ROSENILDO DE ARAUJO MEDEIROS,60000755264,APTO,DEFERIDO,PARTIDO DA MOBILIZAÇÃO NACIONAL,28,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,524050.7,DEFERIDO,DEFERIDO,8340.42,16680.84,0.0,0.0,0.0,0.0,8340.42,16680.84,16680.84,1.0
8228,17531,17531,24230,2020,RJ,VEREADOR,MARIANA  SOARES DA SILVA DA MATA,190000769369,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,28,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,137462.67,DEFERIDO,DEFERIDO,5000.0,5000.0,0.0,0.0,0.0,0.0,5000.0,5000.0,5000.0,1.0
8233,17538,17538,24238,2020,PE,VEREADOR,OTAVIO HENRIQUE DE FARIAS NETO,170001133993,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,933.333333333333,2800.0,250.0,250.0,200.0,200.0,1383.33333333333,3250.0,3050.0,1.0
8235,17542,17542,24243,2020,RJ,VEREADOR,ANDRE LUCAS SILVA SOUZA,190000678638,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,21,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,241998.43,DEFERIDO,DEFERIDO,500.0,1000.0,5000.0,5000.0,0.0,0.0,5500.0,6000.0,6000.0,1.0
8239,17548,17548,24249,2020,BA,VEREADOR,BRUNO VINICIUS BRITO DE JESUS,50001114153,APTO,DEFERIDO,PROGRESSISTAS,25,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,2610.0,5220.0,0.0,0.0,0.0,0.0,2610.0,5220.0,5220.0,1.0
8244,17564,17564,24267,2020,RS,VEREADOR,ELIDIANE DIAS NETO LOBATO,210001015815,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,28,FEMININO,SUPERIOR INCOMPLETO,BRANCA,118540.67,DEFERIDO,DEFERIDO,1500.0,3000.0,0.0,0.0,284.83333333333303,854.5,1784.83333333333,3854.5,3000.0,1.0
8250,17577,17577,24284,2020,ES,VEREADOR,MILLENA FERREIRA DOS SANTOS SOUZA,80001232971,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,22,FEMININO,SUPERIOR INCOMPLETO,PRETA,152177.96,DEFERIDO,DEFERIDO,3809.52,3809.52,0.0,0.0,164.458333333333,986.75,3973.9783333333294,4796.27,3809.52,1.0
8265,17608,17608,24330,2020,SC,PREFEITO,EDUARDO JOÃO RODRIGUES,240000868909,APTO,DEFERIDO,PARTIDO LIBERAL,29,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,123077.42,DEFERIDO,DEFERIDO,10000.0,10000.0,0.0,0.0,538.92,4311.36,10538.92,14311.36,10000.0,1.0
8269,17617,17617,24341,2020,PB,VEREADOR,LARISSA LORRANE DA SILVA ALVES,150001026307,APTO,DEFERIDO,DEMOCRATAS,24,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,10000.0,10000.0,0.0,0.0,132.2,661.0,10132.2,10661.0,10000.0,1.0
8272,17628,17628,24361,2020,PB,VEREADOR,JOSE DIOGO LOPES DE ALBUQUERQUE,150000922994,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,19,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,33915.21,DEFERIDO,DEFERIDO,2402.13,4804.26,0.0,0.0,0.0,0.0,2402.13,4804.26,4804.26,1.0
8275,17632,17632,24368,2020,RN,VEREADOR,CONCEIÇÃO KALINE LIMA SILVA,200000873752,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,29,FEMININO,SUPERIOR COMPLETO,BRANCA,222300.63,DEFERIDO,DEFERIDO,3750.0,3750.0,0.0,0.0,0.7,0.7,3750.7,3750.7,3750.0,1.0
8279,17644,17644,24383,2020,PA,VEREADOR,HELLEM CRISTINA BORGES DA SILVA,140001236116,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,29,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,22325.78,DEFERIDO,DEFERIDO,1500.0,4500.0,0.0,0.0,0.0,0.0,1500.0,4500.0,4500.0,1.0
8286,17659,17659,24403,2020,MT,VEREADOR,JOSELAINE DA ROCHA ALVES,110001068736,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,26,FEMININO,ENSINO MÉDIO INCOMPLETO,PARDA,560511.19,DEFERIDO,DEFERIDO,2150.0,6450.0,0.0,0.0,713.9333333333328,2141.8,2863.93333333333,8591.8,6450.0,1.0
8291,17671,17671,24420,2020,RS,VEREADOR,MARCOS D AGOSTIN JUNIOR,210000741464,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,28,MASCULINO,SUPERIOR COMPLETO,BRANCA,32004.89,DEFERIDO,DEFERIDO,1511.75,3023.5,0.0,0.0,458.548888888889,8253.88,1970.2988888888892,11277.38,3023.5,1.0
8303,17688,17688,24443,2020,RS,VEREADOR,CRISTINA FERNANDA DA ROSA FONSECA,210001148662,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,24,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,32004.89,DEFERIDO,DEFERIDO,40.0,40.0,1397.83333333333,4193.5,0.0,0.0,1437.83333333333,4233.5,4233.5,1.0
8306,17693,17693,24450,2020,MG,PREFEITO,THOMAS DE PAULA CAMBRAIA,130001007269,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,428488.32,DEFERIDO,DEFERIDO,25000.0,50000.0,0.0,0.0,5375.0,86000.0,30375.0,136000.0,50000.0,1.0
8310,17700,17700,24460,2020,RS,VEREADOR,THAIS ABREU DA SILVA,210001011774,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,23,FEMININO,SUPERIOR COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,1348.33333333333,4045.0,0.0,0.0,330.675,1322.7,1679.00833333333,5367.7,4045.0,1.0
8311,17703,17703,24465,2020,SE,VEREADOR,NAEL SANTOS DE MATOS,260000750451,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,28,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,29071.81,DEFERIDO,DEFERIDO,835.1375,3340.55,0.0,0.0,300.0,300.0,1135.1375,3640.55,3340.55,1.0
8312,17709,17709,24475,2020,PB,VEREADOR,JAILSON ARAÚJO DA SILVA,150000836145,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,21,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,1150.0,4600.0,0.0,0.0,0.0,0.0,1150.0,4600.0,4600.0,1.0
8314,17711,17711,24477,2020,GO,VEREADOR,GABRIELLE SILVA CRUZ,90000889355,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,23,FEMININO,SUPERIOR COMPLETO,BRANCA,64700.38,DEFERIDO,DEFERIDO,3000.0,3000.0,0.0,0.0,0.0,0.0,3000.0,3000.0,3000.0,1.0
8323,17725,17725,24493,2020,SE,PREFEITO,ANTONY PASSOS BRITTO,260000851778,APTO,DEFERIDO,REPUBLICANOS,27,MASCULINO,SUPERIOR COMPLETO,PARDA,123077.42,DEFERIDO,DEFERIDO,10000.0,10000.0,0.0,0.0,1235.5,2471.0,11235.5,12471.0,10000.0,1.0
8326,17730,17730,24498,2020,PR,VEREADOR,CATHERINE SOLANGE FEITOSA DE OLIVEIRA,160000646543,APTO,DEFERIDO,DEMOCRACIA CRISTÃ,21,FEMININO,SUPERIOR INCOMPLETO,BRANCA,58506.3,DEFERIDO,DEFERIDO,947.826666666667,2843.48,0.0,0.0,0.0,0.0,947.826666666667,2843.48,2843.48,1.0
8329,17735,17735,24503,2020,RN,VEREADOR,KAIO LEANDRO DA SILVA,200000841404,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,21,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,20879.86,DEFERIDO,DEFERIDO,3000.0,3000.0,0.0,0.0,0.0,0.0,3000.0,3000.0,3000.0,1.0
8330,17736,17736,24504,2020,RS,VEREADOR,DARA MENDES CORREIA,210001010387,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,24,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,3000.0,3000.0,0.0,0.0,0.0,0.0,3000.0,3000.0,3000.0,1.0
8331,17737,17737,24505,2020,AC,VEREADOR,IZABELLE ARAUJO DO NASCIMENTO,10001214270,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,25,FEMININO,SUPERIOR COMPLETO,BRANCA,17317.0,DEFERIDO,DEFERIDO,2168.2,10841.0,0.0,0.0,0.0,0.0,2168.2,10841.0,10841.0,1.0
8336,17745,17745,24516,2020,AC,VEREADOR,ANTONIO NIVALDO DO NASCIMENTO,10000963530,APTO,DEFERIDO,PROGRESSISTAS,21,MASCULINO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,440.05555555555605,3960.5,0.0,0.0,1200.0,1200.0,1640.05555555556,5160.5,3960.5,1.0
8337,17747,17747,24518,2020,AP,VEREADOR,LULCIELE NERY TRINDADE,30000856062,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,21,FEMININO,ENSINO MÉDIO INCOMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,3500.0,3500.0,0.0,0.0,0.0,0.0,3500.0,3500.0,3500.0,1.0
8342,17758,17758,24532,2020,SE,VEREADOR,DANIEL RODRIGUES MAFORT,260001175626,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,28,MASCULINO,SUPERIOR COMPLETO,PARDA,186003.67,DEFERIDO,DEFERIDO,2521.0,12605.0,0.0,0.0,4599.66,22998.3,7120.66,35603.3,12605.0,1.0
8346,17773,17773,24549,2020,ES,VEREADOR,JIBERLANDIO MIRANDA SANTANA,80000841320,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,29,MASCULINO,SUPERIOR COMPLETO,PRETA,152177.96,DEFERIDO,DEFERIDO,23440.0,70320.0,0.0,0.0,4114.5,8229.0,27554.5,78549.0,70320.0,1.0
8354,17793,17793,24576,2020,SP,PREFEITO,FERNANDO OCTAVIANI,250001267912,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,28,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,123077.42,DEFERIDO,DEFERIDO,30000.0,60000.0,0.0,0.0,1635.1724137931,47420.0,31635.1724137931,107420.0,60000.0,1.0
8360,17806,17806,24591,2020,ES,VEREADOR,ZITA EMILIENY SERRÃO COSTA,80000994275,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,21,FEMININO,SUPERIOR INCOMPLETO,INDÍGENA,149748.32,DEFERIDO,DEFERIDO,1500.5,3001.0,525.0,525.0,0.0,0.0,2025.5,3526.0,3526.0,1.0
8368,17822,17822,24613,2020,CE,VEREADOR,NAIENE MIRANDA FERREIRA DO NASCIMENTO,60001200611,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,25,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,17546.56,DEFERIDO,DEFERIDO,4000.0,4000.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,1.0
8375,17840,17840,24631,2020,TO,VEREADOR,HELLEM JESSICA DE OLIVEIRA SILVA,270000783750,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,27,FEMININO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,3000.0,3000.0,0.0,0.0,1020.0,1020.0,4020.0,4020.0,3000.0,1.0
8376,17841,17841,24632,2020,PE,VEREADOR,LIDIANE LOURENÇO DA SILVA XAVIER,170000690201,APTO,DEFERIDO,PATRIOTA,27,FEMININO,ENSINO MÉDIO INCOMPLETO,PARDA,131218.52,DEFERIDO,DEFERIDO,3143.0,3143.0,0.0,0.0,238.333333333333,1430.0,3381.333333333331,4573.0,3143.0,1.0
8377,17842,17842,24633,2020,RR,VEREADOR,JOARLAN RODRIGUES TORRES,230000822270,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,28,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,16519.36,DEFERIDO,DEFERIDO,4000.0,4000.0,0.0,0.0,1.75,1.75,4001.75,4001.75,4000.0,1.0
8383,17849,17849,24646,2020,GO,VEREADOR,ROGER JESUS DE SOUZA,90001209640,APTO,DEFERIDO,PARTIDO TRABALHISTA CRISTÃO,28,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,18501.59,DEFERIDO,DEFERIDO,442.857142857143,3100.0,0.0,0.0,50.0,50.0,492.857142857143,3150.0,3100.0,1.0
8385,17855,17855,24652,2020,MG,PREFEITO,JALES ANDRÉ DOS SANTOS,130001016950,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,29,MASCULINO,SUPERIOR COMPLETO,PRETA,734096.95,DEFERIDO,DEFERIDO,8457.382,84573.82,0.0,0.0,1862.5,7450.0,10319.882,92023.82,84573.82,1.0
8386,17860,17860,24658,2020,RJ,VEREADOR,JANAINA MUNIZ DAHOUI,190001233837,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,22,FEMININO,SUPERIOR COMPLETO,BRANCA,1594577.38,DEFERIDO,DEFERIDO,1146.25,4585.0,1606.3025,6425.21,0.0,0.0,2752.5525,11010.21,11010.21,1.0
8394,17878,17878,24683,2020,RR,VEREADOR,DANIEL AUGUSTO ARAÚJO DE MELO,230000830999,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,391772.1,DEFERIDO,DEFERIDO,20000.0,20000.0,3565.27,3565.27,3250.0,6500.0,26815.27,30065.27,23565.27,1.0
8395,17880,17880,24686,2020,PR,VEREADOR,GILBERTO RODRIGUES RIBEIRO,160001104416,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,27,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,667.68,3338.4,0.0,0.0,221.6,1108.0,889.28,4446.4,3338.4,1.0
8402,17892,17892,24705,2020,SP,VEREADOR,SARA MARIA DE OLIVEIRA SILVA,250001152625,APTO,DEFERIDO,PATRIOTA,27,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,6000.0,6000.0,0.0,0.0,6000.0,6000.0,6000.0,1.0
8403,17896,17896,24709,2020,PA,VEREADOR,RODRIGO RICHARD BARBOSA COSTA,140001199309,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,26,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,438043.03,DEFERIDO,DEFERIDO,16250.0,16250.0,0.0,0.0,0.0,0.0,16250.0,16250.0,16250.0,1.0
8406,17903,17903,24720,2020,SP,VEREADOR,NATALIA BINI KLIEMKE,250001221862,APTO,DEFERIDO,PODEMOS,29,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,21945.67,DEFERIDO,DEFERIDO,3100.0,3100.0,0.0,0.0,0.0,0.0,3100.0,3100.0,3100.0,1.0
8407,17905,17905,24722,2020,SP,PREFEITO,FERNANDA FRANCIELY CAMILO NOGUEIRA,250000654413,APTO,DEFERIDO,PARTIDO LIBERAL,27,FEMININO,SUPERIOR COMPLETO,BRANCA,337429.19,DEFERIDO,DEFERIDO,18333.3333333333,55000.0,0.0,0.0,300.0,900.0,18633.3333333333,55900.0,55000.0,1.0
8416,17923,17923,24744,2020,RO,VEREADOR,BRUNA CAUANE DA SILVA MENESES,220000932390,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,21,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,2943.333333333331,8830.0,0.0,0.0,750.0,750.0,3693.3333333333294,9580.0,8830.0,1.0
8420,17935,17935,24760,2020,AC,VEREADOR,AMANDA MARTINS DA SILVA KAXINAWÁ,10001130123,APTO,DEFERIDO,DEMOCRATAS,26,FEMININO,ENSINO MÉDIO COMPLETO,INDÍGENA,37863.22,DEFERIDO,DEFERIDO,795.451428571429,5568.16,0.0,0.0,0.0,0.0,795.451428571429,5568.16,5568.16,1.0
8421,17936,17936,24761,2020,RR,VEREADOR,GILDEAN DOS SANTOS SOUSA,230000837426,APTO,DEFERIDO,PROGRESSISTAS,29,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,391772.1,DEFERIDO,DEFERIDO,3333.3325,13333.33,0.0,0.0,0.0,0.0,3333.3325,13333.33,13333.33,1.0
8429,17959,17959,24786,2020,SE,VEREADOR,ALICE VASCONCELOS DA ROCHA LEÃO,260000886401,APTO,DEFERIDO,PARTIDO LIBERAL,24,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,2543.055,5086.11,0.0,0.0,0.0,0.0,2543.055,5086.11,5086.11,1.0
8433,17964,17964,24794,2020,SC,VEREADOR,TATIANI DA SILVA,240000903954,APTO,DEFERIDO,REPUBLICANOS,26,FEMININO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,4500.0,4500.0,0.0,0.0,167.535,335.07,4667.535,4835.07,4500.0,1.0
8434,17966,17966,24796,2020,PI,VEREADOR,RONY SAMUEL DE NEGREIROS NUNES,180000937424,APTO,DEFERIDO,PROGRESSISTAS,26,MASCULINO,SUPERIOR COMPLETO,BRANCA,25855.79,DEFERIDO,DEFERIDO,5000.0,5000.0,0.0,0.0,2000.0,2000.0,7000.0,7000.0,5000.0,1.0
8439,17973,17973,24805,2020,SP,VEREADOR,KAREN FEDRIGO DARAGONE,250000877313,APTO,DEFERIDO,SOLIDARIEDADE,28,FEMININO,SUPERIOR INCOMPLETO,BRANCA,59093.31,DEFERIDO,DEFERIDO,618.416666666667,3710.5,0.0,0.0,0.0,0.0,618.416666666667,3710.5,3710.5,1.0
8440,17974,17974,24807,2020,MA,VEREADOR,JOAO OCTAVIO SANTOS SOEIRO SILVA,100000848656,APTO,DEFERIDO,PODEMOS,29,MASCULINO,SUPERIOR COMPLETO,PARDA,504192.26,DEFERIDO,DEFERIDO,7843.535,15687.07,0.0,0.0,5088.2713333333295,76324.07,12931.806333333301,92011.14,15687.07,1.0
8442,17976,17976,24810,2020,SP,VEREADOR,GABRIEL CORTEZ MARRAFON,250001086975,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,19,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,5000.0,5000.0,0.0,0.0,0.0,0.0,5000.0,5000.0,5000.0,1.0
8445,17981,17981,24816,2020,PI,PREFEITO,MANOEL PORTELA DE CARVALHO NETO,180000762676,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,22,MASCULINO,SUPERIOR COMPLETO,BRANCA,123077.42,DEFERIDO,DEFERIDO,5000.0,5000.0,0.0,0.0,4988.05,49880.5,9988.05,54880.5,5000.0,1.0
8447,17983,17983,24818,2020,PI,VEREADOR,LETÍCIA FERNANDA CHAVES DIAS,180001027031,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,25,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,237355.18,DEFERIDO,DEFERIDO,1500.0,3000.0,47.0,47.0,0.0,0.0,1547.0,3047.0,3047.0,1.0
8448,17984,17984,24819,2020,SE,PREFEITO,MARIO CESAR DA SILVA CONSERVA,260000928735,APTO,DEFERIDO,PARTIDO LIBERAL,26,MASCULINO,SUPERIOR COMPLETO,PARDA,123077.42,DEFERIDO,DEFERIDO,123077.22,123077.22,0.0,0.0,0.0,0.0,123077.22,123077.22,123077.22,1.0
8449,17986,17986,24822,2020,RS,VEREADOR,ALICE CARVALHO DA SILVA DOS SANTOS,210000663972,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,25,FEMININO,SUPERIOR COMPLETO,PRETA,57223.83,DEFERIDO,DEFERIDO,2341.13,14046.78,0.0,0.0,1000.0,1000.0,3341.13,15046.78,14046.78,1.0
8451,17990,17990,24829,2020,TO,VEREADOR,CASSIO CARDOSO MAIA,270000978377,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,28,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,15420.47,DEFERIDO,DEFERIDO,3900.0,3900.0,0.0,0.0,0.0,0.0,3900.0,3900.0,3900.0,1.0
8453,17996,17996,24836,2020,ES,VEREADOR,JÉSSICA MARQUES ANDREÃO,80001023962,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,29,FEMININO,SUPERIOR COMPLETO,BRANCA,20228.3,DEFERIDO,DEFERIDO,621.642857142857,4351.5,0.0,0.0,0.0,0.0,621.642857142857,4351.5,4351.5,1.0
8456,18004,18004,24845,2020,PB,VEREADOR,VIVIANE CASSIA DA SILVA SANTOS,150001202882,APTO,DEFERIDO,SOLIDARIEDADE,23,FEMININO,ENSINO MÉDIO INCOMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,5000.0,5000.0,0.0,0.0,0.0,0.0,5000.0,5000.0,5000.0,1.0
8458,18007,18007,24848,2020,AL,VEREADOR,CAIO VITOR BARBOSA LIMA,20000703360,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,29,MASCULINO,SUPERIOR INCOMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,2720.0,5440.0,0.0,0.0,0.0,0.0,2720.0,5440.0,5440.0,1.0
8461,18012,18012,24856,2020,PI,VEREADOR,WALECE RIBEIRO CARDOSO,180001014789,APTO,DEFERIDO,PROGRESSISTAS,24,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,2070.55,4141.1,0.0,0.0,0.0,0.0,2070.55,4141.1,4141.1,1.0
8466,18018,18018,24865,2020,PR,VEREADOR,JOÃO DIEGO MACHADO,160000684170,APTO,DEFERIDO,REPUBLICANOS,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,100189.24,DEFERIDO,DEFERIDO,6086.955,12173.91,100.0,100.0,1200.86875,9606.95,7387.82375,21880.86,12273.91,1.0
8469,18023,18023,24873,2020,SC,VEREADOR,IGOR DO ESPIRITO SANTO DA CRUZ,240000801156,APTO,DEFERIDO,PROGRESSISTAS,27,MASCULINO,SUPERIOR INCOMPLETO,PARDA,34834.21,DEFERIDO,DEFERIDO,2283.625,9134.5,0.0,0.0,0.0,0.0,2283.625,9134.5,9134.5,1.0
8472,18028,18028,24878,2020,SP,VEREADOR,RAFAEL FRANCISCO SANTANA,250001223812,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,29,MASCULINO,SUPERIOR COMPLETO,PARDA,54464.28,DEFERIDO,DEFERIDO,5000.0,5000.0,0.0,0.0,167.583333333333,1005.5,5167.5833333333285,6005.5,5000.0,1.0
8474,18034,18034,24886,2020,PB,VEREADOR,JANE ISA SOARES DA SILVA LIMA,150000798059,APTO,DEFERIDO,PARTIDO LIBERAL,29,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,74804.85,DEFERIDO,DEFERIDO,3000.0,3000.0,0.0,0.0,1266.66666666667,3800.0,4266.6666666666715,6800.0,3000.0,1.0
8475,18040,18040,24894,2020,RS,VEREADOR,FABIANO DE ANDRADE DE OLIVEIRA,210001143484,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,20,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,57223.83,DEFERIDO,DEFERIDO,387.625,3101.0,0.0,0.0,0.0,0.0,387.625,3101.0,3101.0,1.0
