,Unnamed: 0,Unnamed: 0.1,ANO_ELEICAO,SG_UF,DS_CARGO,NM_CANDIDATO,SQ_CANDIDATO,DS_SITUACAO_CANDIDATURA,DS_DETALHE_SITUACAO_CAND,NM_PARTIDO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,VR_DESPESA_MAX_CAMPANHA,DS_SITUACAO_CANDIDATO_PLEITO,DS_SITUACAO_CANDIDATO_URNA,media_esp,soma_esp,media_part,soma_part,media_out,soma_out,soma_media,soma_total,soma_fund_publico
22547,22547,31149,2020,RO,VEREADOR,HELLEN CAROLINE VAZ FRANCO,220000931303,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,22,FEMININO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,44204.15,DEFERIDO,DEFERIDO,2142.85,2142.85,0.0,0.0,1457.25,5829.0,3600.1,7971.85,2142.85
22549,22549,31151,2020,MG,VEREADOR,RAFAEL JESUS DE CARVALHO,130001067279,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,29,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,160.5,321.0,0.0,0.0,100.0,200.0,260.5,521.0,321.0
22550,22550,31152,2020,MG,VEREADOR,CARLOS EDUARDO MEDEIROS DE BRITO,130001149355,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,23,MASCULINO,LÊ E ESCREVE,NEGRA,21581.05,DEFERIDO,DEFERIDO,529.725,1059.45,0.0,0.0,100.0,100.0,629.725,1159.45,1059.45
22559,22559,31163,2020,MG,VEREADOR,GERALDO MAGELA GONÇALVES DA SILVA,130001262301,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,24,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,21581.05,DEFERIDO,DEFERIDO,230.94,461.88,0.0,0.0,116.28,116.28,347.22,578.16,461.88
22560,22560,31164,2020,SE,VEREADOR,RAYANE DE SANTANA SANTOS,260000764216,APTO,DEFERIDO,CIDADANIA,27,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,47.5,47.5,0.0,0.0,0.0,0.0,47.5,47.5,47.5
22563,22563,31167,2020,AM,VEREADOR,JHENY PAOMA TROVAO GRANA,40000794453,APTO,DEFERIDO,PARTIDO DA MULHER BRASILEIRA,26,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,628500.47,DEFERIDO,DEFERIDO,3881.25,3881.25,0.0,0.0,0.0,0.0,3881.25,3881.25,3881.25
22565,22565,31169,2020,SP,VEREADOR,SEDEUR MOREIRA JÚNIOR,250000634773,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,92693.83,DEFERIDO,DEFERIDO,237.97,713.91,0.0,0.0,160.0,160.0,397.97,873.91,713.91
22573,22573,31177,2020,RS,VEREADOR,STEPHANI PAULA DALMORO,210000755633,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,22,FEMININO,SUPERIOR INCOMPLETO,BRANCA,46643.32,DEFERIDO,DEFERIDO,125.0,500.0,129.0,129.0,0.0,0.0,254.0,629.0,629.0
22575,22575,31179,2020,SP,VEREADOR,RENAN WISNEY TEIXEIRA,250000995935,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,29,MASCULINO,SUPERIOR INCOMPLETO,NEGRA,92693.83,DEFERIDO,DEFERIDO,0.0,0.0,501.28,2506.4,0.0,0.0,501.28,2506.4,2506.4
22576,22576,31180,2020,SP,VEREADOR,SUELEN CRISTINA DOS SANTOS,250000764654,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,23,FEMININO,SUPERIOR INCOMPLETO,NEGRA,141834.11,DEFERIDO,DEFERIDO,1883.33333333333,11300.0,0.0,0.0,0.0,0.0,1883.33333333333,11300.0,11300.0
22577,22577,31181,2020,SC,VEREADOR,LUIZ PHILIPE FRANCO DEBACKER,240001260143,APTO,DEFERIDO,PATRIOTA,24,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,38322.75,DEFERIDO,DEFERIDO,105.0,210.0,0.0,0.0,64.0,128.0,169.0,338.0,210.0
22582,22582,31187,2020,PI,VEREADOR,JOARIA CAVALCANTE DE ANDRADE,180000907992,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,25,FEMININO,SUPERIOR COMPLETO,NEGRA,27148.1,DEFERIDO,DEFERIDO,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0
22583,22583,31188,2020,SP,PREFEITO,MATHEUS MARUM DE CAMPOS,250000855391,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,28,MASCULINO,SUPERIOR COMPLETO,BRANCA,123077.42,DEFERIDO,DEFERIDO,25000.0,100000.0,0.0,0.0,1500.0,3000.0,26500.0,103000.0,100000.0
22586,22586,31191,2020,TO,VEREADOR,ISAQUEYLON COSTA MIRANDA,270001038453,APTO,DEFERIDO,DEMOCRATAS,20,MASCULINO,ENSINO MÉDIO INCOMPLETO,NEGRA,17081.4,DEFERIDO,DEFERIDO,0.0,0.0,603.035,2412.14,0.0,0.0,603.035,2412.14,2412.14
22589,22589,31194,2020,CE,VEREADOR,JÚLIA PIMENTA PINHO,60001219756,APTO,DEFERIDO,PARTIDO VERDE,18,FEMININO,SUPERIOR INCOMPLETO,BRANCA,44093.58,DEFERIDO,DEFERIDO,2499.4,4998.8,0.0,0.0,583.333333333333,3500.0,3082.73333333333,8498.8,4998.8
22593,22593,31199,2020,RS,VEREADOR,VITÓRIA PIRES FORGERINI,210000822377,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,21,FEMININO,SUPERIOR INCOMPLETO,BRANCA,16735.9,DEFERIDO,DEFERIDO,0.0,0.0,83.15,166.3,60.5,60.5,143.65,226.8,166.3
22594,22594,31200,2020,MG,VEREADOR,MARCONI DE OLIVEIRA COSTA,130000821190,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,28,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,198.0,198.0,0.0,0.0,200.0,200.0,398.0,398.0,198.0
22596,22596,31205,2020,BA,VEREADOR,ROBSON DE JESUS FERREIRA,50000837062,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,25,MASCULINO,SUPERIOR COMPLETO,NEGRA,46284.06,DEFERIDO,DEFERIDO,150.0,150.0,0.0,0.0,0.0,0.0,150.0,150.0,150.0
22600,22600,31209,2020,MG,VEREADOR,NATALIA DIAS DA SILVA,130000688772,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,21,FEMININO,ENSINO MÉDIO INCOMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,200.0,200.0,0.0,0.0,99.2566666666667,297.77,299.256666666667,497.77,200.0
22601,22601,31210,2020,CE,VEREADOR,RHEUBER HARISSON NASCIMENTO ALMEIDA,60000730029,APTO,DEFERIDO,PARTIDO TRABALHISTA CRISTÃO,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,37270.16,DEFERIDO,DEFERIDO,330.0,660.0,0.0,0.0,0.0,0.0,330.0,660.0,660.0
22606,22606,31216,2020,PB,VEREADOR,VIVIANE DOS ANJOS SANTOS,150000766263,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,27,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,2148.34,2148.34,0.0,0.0,0.0,0.0,2148.34,2148.34,2148.34
22607,22607,31217,2020,PR,VEREADOR,LEONARDO WELLINGTON DE OLIVEIRA,160001208050,APTO,DEFERIDO,CIDADANIA,25,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,27108.62,DEFERIDO,DEFERIDO,53.97,53.97,0.0,0.0,811.576666666667,2434.73,865.5466666666671,2488.7,53.97
22611,22611,31224,2020,PE,VEREADOR,ÁLVARO FALCÃO DE ANDRADE VANDERLEI,170001089125,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,25,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,185.1,185.1,3900.0,3900.0,499.5,999.0,4584.6,5084.1,4085.1
22617,22617,31236,2020,RS,VEREADOR,MARIA CARLOTA DA SILVA,210001030660,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,19,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,687.533333333333,2062.6,0.0,0.0,242.766666666667,728.3,930.3,2790.9,2062.6
22622,22622,31243,2020,CE,VEREADOR,TUANE KELLY GIRÃO,60000717559,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,27,FEMININO,SUPERIOR COMPLETO,NEGRA,524050.7,DEFERIDO,DEFERIDO,735.29,735.29,2500.0,2500.0,0.0,0.0,3235.29,3235.29,3235.29
22623,22623,31244,2020,MG,VEREADOR,LEONARDO TOMAS BARBOSA,130000866534,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,20,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,38411.98,DEFERIDO,DEFERIDO,61.55,369.3,0.0,0.0,0.0,0.0,61.55,369.3,369.3
22624,22624,31245,2020,PR,VEREADOR,RENATO BAHIA,160000858663,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,23,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,256.66666666666697,1540.0,0.0,0.0,304.0,608.0,560.666666666667,2148.0,1540.0
22626,22626,31247,2020,RS,VEREADOR,EDUARDA RODRIGUES BRESSA,210000753138,APTO,DEFERIDO,PROGRESSISTAS,27,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,1000.0,2000.0,0.0,0.0,0.0,0.0,1000.0,2000.0,2000.0
22627,22627,31249,2020,SC,VEREADOR,JOELMO LIMA FERREIRA,240001052588,APTO,DEFERIDO,PROGRESSISTAS,29,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,1000.0,1000.0,0.0,0.0,300.0,300.0,1300.0,1300.0,1000.0
22629,22629,31251,2020,PE,VEREADOR,ERINALDO MARINHO DE ESPINDOLA,170000787288,APTO,DEFERIDO,PROGRESSISTAS,27,MASCULINO,SUPERIOR COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,315.0,1260.0,0.0,0.0,0.0,0.0,315.0,1260.0,1260.0
22633,22633,31255,2020,PR,VEREADOR,RAFAEL MARTINS DE BRITO,160000992353,APTO,DEFERIDO,PROGRESSISTAS,24,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,23959.22,DEFERIDO,DEFERIDO,614.07,614.07,0.0,0.0,500.0,500.0,1114.07,1114.07,614.07
22635,22635,31257,2020,PA,VEREADOR,DEBORA REGINA SILVA COSTA,140000928106,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,29,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,2250.0,4500.0,0.0,0.0,0.0,0.0,2250.0,4500.0,4500.0
22637,22637,31264,2020,RS,VEREADOR,TIAGO HENRIQUE GEHRKE,210001146689,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,220.0,440.0,0.0,0.0,135.755,271.51,355.755,711.51,440.0
22642,22642,31270,2020,SC,VEREADOR,VALDEIR GONÇALVES FERNANDES,240001138087,APTO,DEFERIDO,PARTIDO LIBERAL,28,MASCULINO,SUPERIOR COMPLETO,BRANCA,17333.97,DEFERIDO,DEFERIDO,100.515,201.03,100.05,100.05,200.0,200.0,400.565,501.08,301.08
22644,22644,31272,2020,MG,VEREADOR,MAYKE EMÍLIO FERNANDES,130000758788,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,28,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,122.333333333333,367.0,0.0,0.0,100.0,200.0,222.333333333333,567.0,367.0
22645,22645,31273,2020,PR,VEREADOR,LUCAS CAMPOS DOS SANTOS MACEDO,160000747774,APTO,DEFERIDO,REPUBLICANOS,22,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,19603.08,DEFERIDO,DEFERIDO,795.14,2385.42,0.0,0.0,3000.0,3000.0,3795.14,5385.42,2385.42
22647,22647,31276,2020,SC,VEREADOR,ISMAEL DOS SANTOS EMILIANO,240001191756,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,28,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,42002.48,DEFERIDO,DEFERIDO,98.715,197.43,0.0,0.0,0.0,0.0,98.715,197.43,197.43
22649,22649,31278,2020,AM,VEREADOR,DANIEL LIMA DA SILVA,40000679116,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,22,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,23523.38,DEFERIDO,DEFERIDO,319.16666666666697,957.5,0.0,0.0,0.0,0.0,319.16666666666697,957.5,957.5
22650,22650,31279,2020,SP,VEREADOR,ANDERSON CARLOS FERREIRA DE MOURA,250001035271,APTO,DEFERIDO,REPUBLICANOS,23,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,30.0,30.0,0.0,0.0,50.37,402.96,80.37,432.96,30.0
22651,22651,31280,2020,SC,VEREADOR,MARCELINO VALENCIO JUNIOR,240001255283,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,20,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,125718.79,DEFERIDO,DEFERIDO,2764.285,11057.14,0.0,0.0,300.0,300.0,3064.285,11357.14,11057.14
22654,22654,31284,2020,GO,VEREADOR,PEDRO INÁCIO BEZE LEITE,90000746355,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,22,MASCULINO,SUPERIOR COMPLETO,BRANCA,591983.46,DEFERIDO,DEFERIDO,1500.0,1500.0,0.0,0.0,523.0,10460.0,2023.0,11960.0,1500.0
22656,22656,31288,2020,CE,VEREADOR,LUZIA LUZIENE DE OLIVEIRA SOUSA,60000779508,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,28,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,210.0,420.0,0.0,0.0,856.18,4280.9,1066.18,4700.9,420.0
22658,22658,31290,2020,MG,VEREADOR,RAFAEL DE SOUZA GONÇALVES,130000954598,APTO,DEFERIDO,SOLIDARIEDADE,26,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,67919.22,DEFERIDO,DEFERIDO,97.81,195.62,0.0,0.0,107.5,215.0,205.31,410.62,195.62
22659,22659,31291,2020,RS,VEREADOR,SCHAIANE DA SILVA,210000726374,APTO,DEFERIDO,PROGRESSISTAS,28,FEMININO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,1000.0,1000.0,0.0,0.0,475.0,1900.0,1475.0,2900.0,1000.0
22661,22661,31294,2020,PA,VEREADOR,TAIANA MACHADO DA COSTA,140000802006,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,28,FEMININO,SUPERIOR COMPLETO,BRANCA,33247.26,DEFERIDO,DEFERIDO,898.6,898.6,0.0,0.0,444.375,1777.5,1342.975,2676.1,898.6
22662,22662,31297,2020,RS,VEREADOR,OTÁVIO OSMAR KERN,210000885465,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,27,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,238.0,238.0,120.0,120.0,620.0,1240.0,978.0,1598.0,358.0
22663,22663,31299,2020,RS,PREFEITO,LUCAS CAMPOS DA SILVA,210000755217,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,28,MASCULINO,SUPERIOR COMPLETO,BRANCA,123077.42,DEFERIDO,DEFERIDO,9004.0,36016.0,5000.0,5000.0,1378.46153846154,17920.0,15382.4615384615,58936.0,41016.0
22664,22664,31300,2020,AM,VEREADOR,LARA LUANA BASTOS DE OLIVEIRA,40001230990,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,23,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,18064.95,DEFERIDO,DEFERIDO,5000.0,10000.0,0.0,0.0,0.0,0.0,5000.0,10000.0,10000.0
22665,22665,31301,2020,GO,VEREADOR,GUSTAVO GOMES BARBOSA JUNIOR,90000790843,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,25,MASCULINO,LÊ E ESCREVE,NEGRA,123478.22,DEFERIDO,DEFERIDO,420.053333333333,1260.16,0.0,0.0,0.0,0.0,420.053333333333,1260.16,1260.16
22671,22671,31309,2020,BA,VEREADOR,MÔNICA RODRIGUES DE JESUS,50000927215,APTO,DEFERIDO,SOLIDARIEDADE,29,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,440.0,440.0,0.0,0.0,0.0,0.0,440.0,440.0,440.0
22673,22673,31312,2020,MG,VEREADOR,GEAN RAFAEL DOS SANTOS,130001249320,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,26,MASCULINO,ENSINO MÉDIO INCOMPLETO,NEGRA,21366.39,DEFERIDO,DEFERIDO,55.0,110.0,62.5,62.5,153.5,614.0,271.0,786.5,172.5
22675,22675,31314,2020,SP,VEREADOR,GIOVANE DE SOUZA NASCIMENTO,250001135923,APTO,DEFERIDO,PARTIDO LIBERAL,28,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,125.0,250.0,4550.0,4550.0,162.5,325.0,4837.5,5125.0,4800.0
22677,22677,31316,2020,GO,VEREADOR,JHEINY KELLY PEREIRA DOS SANTOS,90000798467,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,20,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,46630.63,DEFERIDO,DEFERIDO,466.666666666667,1400.0,0.0,0.0,200.0,200.0,666.666666666667,1600.0,1400.0
22678,22678,31317,2020,RS,VEREADOR,JENIFER DA SILVA DIAS,210000863520,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,22,FEMININO,SUPERIOR COMPLETO,BRANCA,66794.29,DEFERIDO,DEFERIDO,2153.7975,8615.19,0.0,0.0,0.0,0.0,2153.7975,8615.19,8615.19
22681,22681,31321,2020,GO,PREFEITO,FABIO ANTONIO DE OLIVEIRA JUNIOR,90000834817,APTO,DEFERIDO,UNIDADE POPULAR,25,MASCULINO,SUPERIOR INCOMPLETO,NEGRA,6474133.61,DEFERIDO,DEFERIDO,2561.18333333333,7683.55,0.0,0.0,588.0,2940.0,3149.18333333333,10623.55,7683.55
22683,22683,31325,2020,MG,VEREADOR,ARTUR ALTAIDE DE SOUZA,130000968403,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,27,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,147.776666666667,443.33,0.0,0.0,0.0,0.0,147.776666666667,443.33,443.33
22686,22686,31328,2020,RS,VEREADOR,MELISSA DIANA CEZAR DA SILVA,210000680589,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,29,FEMININO,SUPERIOR COMPLETO,BRANCA,66794.29,DEFERIDO,DEFERIDO,2178.4,4356.8,0.0,0.0,318.0,318.0,2496.4,4674.8,4356.8
22687,22687,31329,2020,MG,VEREADOR,LUÍS FERNANDO ROSA,130001168128,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,25,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,47.0266666666667,141.08,0.0,0.0,220.0,660.0,267.026666666667,801.08,141.08
22690,22690,31334,2020,RN,VEREADOR,MATHEUS GABRIEL SILVA DE MOURA,200000667358,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,24,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,75613.29,DEFERIDO,DEFERIDO,30.5,61.0,0.0,0.0,466.666666666667,1400.0,497.166666666667,1461.0,61.0
22692,22692,31336,2020,GO,VEREADOR,WILLIAN FERNANDO TELES DE MOURA,90001225136,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,29,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,34527.78,DEFERIDO,DEFERIDO,61.0,244.0,0.0,0.0,0.0,0.0,61.0,244.0,244.0
22693,22693,31337,2020,SP,VEREADOR,SABRINA HIPOLITO RODRIGUES,250001035270,APTO,DEFERIDO,REPUBLICANOS,27,FEMININO,ENSINO MÉDIO INCOMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,30.0,30.0,0.0,0.0,46.6666666666667,140.0,76.6666666666667,170.0,30.0
22694,22694,31338,2020,PB,VEREADOR,NICOLE MARIANE DE FRANÇA FERREIRA,150001197437,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,21,FEMININO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,536.04,3752.28,150.0,150.0,0.0,0.0,686.04,3902.28,3902.28
22697,22697,31341,2020,MG,VEREADOR,MOARA SILVA FREIRE,130000756502,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,25,FEMININO,SUPERIOR COMPLETO,NEGRA,19467.35,DEFERIDO,DEFERIDO,206.77777777777803,1861.0,0.0,0.0,180.0,360.0,386.777777777778,2221.0,1861.0
22698,22698,31342,2020,CE,VEREADOR,BRUNA DE MOURA DA SILVA,60000643318,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,20,FEMININO,ENSINO MÉDIO COMPLETO,AMARELA,21084.4,DEFERIDO,DEFERIDO,2700.0,2700.0,0.0,0.0,0.0,0.0,2700.0,2700.0,2700.0
22699,22699,31343,2020,RJ,VEREADOR,THAIANNE MISAEL BELO,190000970621,APTO,DEFERIDO,PARTIDO LIBERAL,28,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,348731.67,DEFERIDO,DEFERIDO,500.0,500.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0
22702,22702,31346,2020,MG,VEREADOR,FRANCELIO DA SILVA PEREIRA DE RESENDE,130001032730,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,23,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,15259.52,DEFERIDO,DEFERIDO,31.25,62.5,0.0,0.0,261.25,261.25,292.5,323.75,62.5
22703,22703,31347,2020,RS,VEREADOR,HAIANE DE SOUZA GUTERRES VARGAS,210001022041,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,21,FEMININO,SUPERIOR INCOMPLETO,NEGRA,60024.57,DEFERIDO,DEFERIDO,3486.0,3486.0,0.0,0.0,1000.0,1000.0,4486.0,4486.0,3486.0
22708,22708,31352,2020,PR,VEREADOR,JONATHAN DOS SANTOS FERREIRA,160000655974,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,28,MASCULINO,ENSINO MÉDIO INCOMPLETO,NEGRA,189351.59,DEFERIDO,DEFERIDO,127.071666666667,762.43,0.0,0.0,0.0,0.0,127.071666666667,762.43,762.43
22710,22710,31354,2020,SC,VEREADOR,GUSTAVO ALEXANDRE MANES SIGNORI,240001086000,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,27,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,128.0,128.0,0.0,0.0,330.1125,1320.45,458.1125,1448.45,128.0
22711,22711,31356,2020,MG,VEREADOR,ELITON MESSIAS DA SILVA,130000795823,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,23,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,140.0,280.0,0.0,0.0,168.51,168.51,308.51,448.51,280.0
22712,22712,31357,2020,SP,VEREADOR,ANNE PERINA CAIN,250001098326,APTO,DEFERIDO,DEMOCRATAS,20,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,20514.81,DEFERIDO,DEFERIDO,111.548,557.74,0.0,0.0,0.0,0.0,111.548,557.74,557.74
22713,22713,31358,2020,RN,VEREADOR,MARIA JAIANE LIMA E SILVA,200001032021,APTO,DEFERIDO,SOLIDARIEDADE,29,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,31503.0,DEFERIDO,DEFERIDO,185.0,370.0,0.0,0.0,248.0,1240.0,433.0,1610.0,370.0
22717,22717,31363,2020,PI,VEREADOR,KAMILA MINEIRO PONTE,180000765428,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,24,FEMININO,SUPERIOR COMPLETO,NEGRA,16176.43,DEFERIDO,DEFERIDO,280.0,280.0,0.0,0.0,1019.1,5095.5,1299.1,5375.5,280.0
22718,22718,31364,2020,SC,VEREADOR,FILLIPPI RAMOS,240000824336,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,23,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,628.0,628.0,0.0,0.0,235.866666666667,707.6,863.866666666667,1335.6,628.0
22722,22722,31370,2020,PE,VEREADOR,ALINE LAIS DIAS CABRAL,170000821659,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,20,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,166.0,332.0,0.0,0.0,0.0,0.0,166.0,332.0,332.0
22725,22725,31375,2020,RR,VEREADOR,FABYO THAYGRE DA SILVA DE SOUZA CRUZ,230001211315,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,19,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,391772.1,DEFERIDO,DEFERIDO,2912.5,2912.5,0.0,0.0,1295.45,2590.9,4207.95,5503.4,2912.5
22727,22727,31378,2020,BA,VEREADOR,RAICK SOUZA CARVALHO SANTOS,50000772439,APTO,DEFERIDO,PARTIDO LIBERAL,19,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,71.5,71.5,0.0,0.0,0.0,0.0,71.5,71.5,71.5
22728,22728,31379,2020,MG,VEREADOR,VICTOR HUGO SOUZA SANTOS,130001129076,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,22,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,196.05,392.1,0.0,0.0,183.0,366.0,379.05,758.1,392.1
22730,22730,31381,2020,RO,PREFEITO,FÁBIO DE PAULA NUNES DA SILVA,220001081287,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,26,MASCULINO,SUPERIOR COMPLETO,NEGRA,123077.42,DEFERIDO,DEFERIDO,5521.66666666667,16565.0,0.0,0.0,2167.6666666666697,6503.0,7689.33333333333,23068.0,16565.0
